id,CustomerID,Tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1295,5989-OMNJE,24,0,1,0,Electronic check,57.6,1367.75,No
1296,4566-QVRRW,11,1,0,1,Electronic check,44.05,483.7,Yes
1297,1291-CUOCY,72,1,2,1,Credit card (automatic),110.6,7962.2,No
1298,9795-SHUHB,66,1,2,1,Credit card (automatic),58.2,3810.8,No
1299,3230-IUALN,45,1,2,1,Mailed check,81,3533.6,No
1300,0042-RLHYP,69,1,2,0,Bank transfer (automatic),19.7,1396.9,No
1301,8519-IMDHU,15,1,0,1,Bank transfer (automatic),85.6,1345.55,Yes
1302,4945-RVMTE,28,1,0,1,Bank transfer (automatic),59.55,1646.45,No
1303,0201-OAMXR,70,1,1,0,Credit card (automatic),115.55,8127.6,Yes
1304,1866-NXPSP,36,1,1,1,Mailed check,75.55,2680.15,No
1305,3372-KWFBM,16,1,0,1,Electronic check,86.6,1281,Yes
1306,7831-QGOXH,18,1,0,1,Electronic check,85.2,1553.9,Yes
1307,6393-WRYZE,34,1,0,1,Electronic check,97.65,3207.55,Yes
1308,3941-XTSKM,42,0,1,1,Credit card (automatic),45.1,2049.05,No
1309,1661-CZBAU,48,1,1,1,Bank transfer (automatic),70.95,3629.2,No
1310,6599-RCLCJ,47,1,0,1,Electronic check,109.55,5124.55,Yes
1311,9831-BPFRI,39,1,1,1,Electronic check,89.55,3474.45,Yes
1312,5158-RIVOP,11,1,2,0,Credit card (automatic),20.9,202.3,No
1313,9788-YTFGE,7,1,0,1,Mailed check,19.95,147.5,No
1314,9277-JOOMO,3,1,0,0,Mailed check,24.6,86.35,No
1315,1907-YLNYW,8,1,0,1,Electronic check,66.7,579,No
1316,1725-MIMXW,1,1,0,1,Mailed check,19.45,19.45,Yes
1317,8947-YRTDV,32,1,1,0,Mailed check,94.8,3131.55,No
1318,3161-ONRWK,60,1,1,1,Bank transfer (automatic),65.85,3928.3,No
1319,0114-RSRRW,10,1,0,1,Bank transfer (automatic),19.95,187.75,No
1320,4565-NLZBV,71,1,2,1,Bank transfer (automatic),24.65,1710.15,No
1321,0031-PVLZI,4,1,0,0,Mailed check,20.35,76.35,Yes
1322,7206-GZCDC,1,1,0,1,Electronic check,69.25,69.25,Yes
1323,6682-VCIXC,43,0,1,1,Bank transfer (automatic),51.25,2151.6,No
1324,4791-QRGMF,59,1,1,1,Bank transfer (automatic),99.5,5961.1,Yes
1325,6475-VHUIZ,23,1,0,0,Electronic check,54.25,1221.55,No
1326,3910-MRQOY,72,1,2,0,Bank transfer (automatic),19.4,1496.45,No
1327,0661-WCQNQ,22,1,1,1,Credit card (automatic),56.25,1292.2,No
1328,7537-RBWEA,1,0,0,1,Mailed check,25.15,25.15,No
1329,4656-CAURT,69,1,2,0,Bank transfer (automatic),23.95,1713.1,No
1330,0121-SNYRK,50,0,1,1,Mailed check,35.4,1748.9,No
1331,1768-ZAIFU,1,0,0,1,Electronic check,25.2,25.2,Yes
1332,4671-LXRDQ,2,1,0,1,Mailed check,45,96.45,Yes
1333,3733-LSYCE,15,1,0,0,Bank transfer (automatic),75.35,1114.55,No
1334,6265-FRMTQ,31,1,2,0,Bank transfer (automatic),20.4,609.1,No
1335,1934-SJVJK,1,1,0,0,Mailed check,20.15,20.15,Yes
1336,3838-OZURD,66,1,0,1,Credit card (automatic),105,7133.25,Yes
1337,9269-CQOOL,3,1,0,1,Credit card (automatic),54.7,169.45,Yes
1338,2017-CCBLH,8,1,2,0,Mailed check,20,141.6,No
1339,7690-KPNCU,64,1,1,1,Credit card (automatic),73.05,4688.65,No
1340,0536-BGFMZ,28,1,0,0,Mailed check,20.5,563.05,No
1341,2293-IJWPS,57,1,1,1,Credit card (automatic),100.75,5985,No
1342,2845-HSJCY,14,1,0,1,Electronic check,87.25,1258.6,Yes
1343,5469-NUJUR,19,1,2,1,Mailed check,19.95,373.5,No
1344,1184-PJVDB,10,1,0,1,Electronic check,79.95,857.2,Yes
1345,2625-TRCZQ,51,0,0,1,Electronic check,49.65,2553.35,No
1346,4102-HLENU,67,1,2,0,Mailed check,65.65,4322.85,No
1347,7266-GSSJX,11,1,0,1,Electronic check,20.45,250.8,No
1348,7722-VJRQD,72,0,2,0,Bank transfer (automatic),60.95,4549.05,No
1349,7073-QETQY,66,1,1,1,Electronic check,20.35,1359.5,No
1350,9415-DPEWS,18,1,0,1,Electronic check,88.35,1639.3,Yes
1351,5624-RYAMH,9,1,0,1,Electronic check,19.5,178.85,No
1352,0196-JTUQI,9,1,0,1,Credit card (automatic),75.2,633.85,No
1353,7130-YXBRO,48,1,0,1,Bank transfer (automatic),111.45,5315.1,No
1354,9272-LSVYH,10,1,0,0,Mailed check,70.15,735.5,No
1355,7943-RQCHR,9,1,0,1,Electronic check,94.75,889.9,Yes
1356,3793-MMFUH,13,1,0,1,Electronic check,95.05,1290,Yes
1357,3249-ZPQRG,4,1,0,0,Electronic check,78.45,330.05,Yes
1358,2568-BRGYX,4,1,0,1,Electronic check,70.2,237.95,Yes
1359,3084-DOWLE,72,1,2,0,Bank transfer (automatic),92,6474.4,No
1360,1084-MNSMJ,51,1,2,0,Credit card (automatic),85.5,4421.95,No
1361,7721-JXEAW,59,0,0,1,Bank transfer (automatic),41.05,2452.7,Yes
1362,7249-WBIYX,10,1,0,1,Electronic check,85.6,813.85,Yes
1363,4238-HFHSN,61,1,0,1,Electronic check,82.15,4904.85,No
1364,6250-CGGUN,54,1,1,0,Electronic check,84.4,4484.05,No
1365,5478-JJVZK,33,1,0,1,Mailed check,60.9,2033.85,No
1366,7596-IIWYC,27,1,2,1,Bank transfer (automatic),20.25,538.2,No
1367,6567-HOOPW,1,1,0,1,Electronic check,79.2,79.2,Yes
1368,9793-WECQC,23,1,0,0,Mailed check,95.3,2192.9,No
1369,4291-HPAXL,1,1,0,0,Mailed check,19.85,19.85,No
1370,8999-YPYBV,45,1,2,1,Mailed check,84.35,3858.05,No
1371,1839-FBNFR,39,1,2,1,Bank transfer (automatic),19.85,854.8,No
1372,3164-AALRN,5,1,1,1,Mailed check,70,347.4,Yes
1373,3071-MVJCD,72,1,2,0,Bank transfer (automatic),82.3,5815.15,No
1374,1697-BCSHV,58,1,0,1,Bank transfer (automatic),66.8,3970.4,No
1375,0562-KBDVM,70,0,2,1,Bank transfer (automatic),44.6,3058.15,No
1376,1131-SUEKT,61,1,1,1,Bank transfer (automatic),98.45,6145.2,No
1377,3717-OEAUQ,2,1,0,0,Mailed check,70.7,129.2,No
1378,4538-WNTMJ,46,1,1,0,Mailed check,24.95,1165.9,No
1379,3334-CTHOL,1,1,0,1,Bank transfer (automatic),49.95,49.95,Yes
1380,4704-ERYFC,22,1,0,1,Electronic check,69.25,1554,Yes
1381,9432-RUVSL,48,1,2,1,Credit card (automatic),102.5,4904.25,No
1382,8060-HIWJJ,64,1,2,0,Credit card (automatic),86.55,5632.55,No
1383,7684-XSZIY,72,1,2,0,Bank transfer (automatic),24.3,1643.25,No
1384,9089-UOWJG,12,1,0,1,Credit card (automatic),58.35,740.55,No
1385,8621-MNIHH,34,1,0,1,Electronic check,94.25,3217.55,Yes
1386,8039-ACLPL,72,1,2,0,Credit card (automatic),68.75,4888.2,No
1387,9885-AIBVB,29,1,0,1,Electronic check,85.8,2440.25,No
1388,1934-MKPXS,33,1,1,0,Credit card (automatic),20.1,620.55,No
1389,2592-YKDIF,1,1,0,0,Mailed check,20.35,20.35,No
1390,2272-JKMSI,62,1,1,1,Electronic check,110.8,6840.95,No
1391,0471-LVHGK,41,1,1,1,Electronic check,73,3001.2,Yes
1392,9518-RWHZL,64,1,1,1,Credit card (automatic),100.05,6254.2,Yes
1393,8714-CTZJW,4,1,0,1,Credit card (automatic),82.85,319.6,No
1394,3569-EDBPQ,24,1,0,1,Electronic check,84.35,1938.05,No
1395,3131-NWVFJ,14,1,1,0,Mailed check,19.55,294.5,No
1396,7521-YXVZY,3,1,0,0,Mailed check,19.95,58.3,No
1397,5419-CONWX,4,1,0,1,Credit card (automatic),99.8,442.85,Yes
1398,6240-EURKS,18,0,0,1,Electronic check,35,553,Yes
1399,2373-NTKOD,8,1,0,1,Electronic check,66.25,546.45,No
1400,1970-KKFWL,35,1,2,0,Bank transfer (automatic),23.3,797.1,No
1401,6960-HVYXR,1,1,0,0,Electronic check,76,76,Yes
1402,9337-SRRNI,66,1,2,1,Credit card (automatic),25.3,1673.8,No
1403,0895-UADGO,8,0,2,1,Mailed check,44.55,343.45,No
1404,5678-VFNEQ,71,1,1,1,Credit card (automatic),104.1,7412.25,No
1405,5977-CKHON,43,1,0,1,Bank transfer (automatic),92.55,4039,No
1406,7024-OHCCK,2,1,0,1,Electronic check,93.85,170.85,Yes
1407,2692-BUCFV,29,1,0,1,Bank transfer (automatic),101.45,2948.6,No
1408,7861-UVUFT,15,1,0,1,Electronic check,84.3,1308.4,Yes
1409,1830-GGFNM,65,1,2,0,Credit card (automatic),94.55,6078.75,No
1410,5302-BDJNT,35,1,0,0,Electronic check,95.5,3418.2,No
1411,5223-UZAVK,64,1,1,1,Credit card (automatic),100.3,6603.8,No
1412,4859-ZSRDZ,58,0,2,1,Credit card (automatic),55.5,3166.9,No
1413,5651-WYIPH,18,1,0,1,Credit card (automatic),49.85,865.75,No
1414,9350-VLHMB,67,1,0,1,Bank transfer (automatic),89.55,6373.1,No
1415,3498-LZGQZ,63,1,2,1,Mailed check,19.15,1177.05,No
1416,8785-CJSHH,60,1,0,1,Electronic check,99.8,5985.75,No
1417,5357-TZHPP,9,1,0,1,Credit card (automatic),84.4,732.5,Yes
1418,3870-SPZSI,70,1,2,1,Credit card (automatic),113.05,7869.05,No
1419,0680-DFNNY,15,1,0,1,Electronic check,101.1,1504.05,Yes
1420,7560-QRBXH,48,1,1,0,Mailed check,19.95,936.7,No
1421,7077-XJMET,12,1,0,1,Electronic check,74.15,741.4,No
1422,8752-GHJFU,71,1,1,1,Electronic check,92,6585.2,No
1423,6896-SRVYQ,44,1,0,0,Electronic check,73.85,3122.4,No
1424,7767-UXAGJ,1,1,0,1,Electronic check,50.45,50.45,Yes
1425,4652-ODEVH,45,1,2,0,Mailed check,24.45,1088.25,No
1426,6510-UPNKS,23,1,1,0,Credit card (automatic),24.8,615.35,No
1427,6718-BDGHG,43,1,1,1,Bank transfer (automatic),64.85,2908.2,No
1428,9046-DQMTP,35,1,0,0,Bank transfer (automatic),20.75,739.9,No
1429,6439-LAJXL,9,1,0,1,Mailed check,68.95,593.85,No
1430,1571-SAVHK,12,1,0,1,Mailed check,99.95,1132.75,Yes
1431,9052-VKDUW,65,1,0,1,Credit card (automatic),109.4,7227.45,No
1432,9546-CQJSU,2,1,0,1,Electronic check,91.4,193.6,Yes
1433,1666-JZPZT,27,1,0,0,Mailed check,49,1291.35,No
1434,5777-KJIRB,40,1,1,1,Mailed check,50.25,2023.55,No
1435,0506-LVNGN,5,1,0,1,Credit card (automatic),75.55,349.65,Yes
1436,7677-SJJJK,8,1,1,0,Credit card (automatic),19.9,153.95,No
1437,2480-EJWYP,58,1,1,1,Bank transfer (automatic),97.8,5458.8,No
1438,3253-HKOKL,52,1,1,0,Electronic check,100.3,5244.45,No
1439,7055-HNEOJ,3,1,0,1,Mailed check,55.8,154.55,No
1440,5514-YQENT,41,1,2,1,Electronic check,111.15,4507.15,No
1441,3211-AAPKX,20,1,0,1,Mailed check,98.55,2031.95,No
1442,8445-DNBAE,1,1,0,1,Electronic check,50.05,50.05,No
1443,2951-QOQTK,4,1,0,0,Credit card (automatic),80.8,332.45,Yes
1444,2958-NHPPS,23,1,0,0,Electronic check,20.85,473.9,No
1445,6806-YDEUL,6,1,0,0,Bank transfer (automatic),19.5,106.8,No
1446,1735-XMJVH,8,1,0,1,Mailed check,19.35,152.6,No
1447,6890-PFRQX,18,1,0,0,Mailed check,69.5,1199.4,No
1448,0222-CNVPT,52,0,0,1,Credit card (automatic),48.8,2555.05,No
1449,5899-OUVKV,31,1,0,1,Electronic check,94.5,2979.2,No
1450,8681-ICONS,29,1,0,1,Mailed check,20.65,654.85,No
1451,1621-YNCJH,36,1,2,1,Credit card (automatic),106.05,3834.4,No
1452,3473-XIIIT,16,1,0,1,Electronic check,100,1534.75,Yes
1453,6362-QHAFM,42,1,1,1,Electronic check,108.3,4586.15,No
1454,7893-IXHRQ,1,1,0,0,Electronic check,20.55,20.55,Yes
1455,3070-BDOQC,60,1,2,1,Electronic check,99.65,5941.05,No
1456,2952-QAYZF,5,1,0,1,Electronic check,85.3,424.15,Yes
1457,6234-PFPXL,22,1,0,0,Credit card (automatic),95.9,2234.95,No
1458,9824-QCJPK,36,1,1,0,Mailed check,20,666.75,No
1459,4763-PGDPO,4,1,0,0,Electronic check,70.4,281,Yes
1460,4283-IVYCI,9,1,0,0,Mailed check,64.95,547.8,No
1461,1866-OBPNR,1,1,0,0,Credit card (automatic),74.6,74.6,No
1462,8205-MQUGY,12,1,0,1,Electronic check,49.2,571.15,No
1463,8970-ANWXO,23,1,1,1,Mailed check,73.75,1756.6,No
1464,9480-BQJEI,62,1,1,1,Bank transfer (automatic),92.3,5731.45,No
1465,5394-SVGJV,37,1,0,0,Bank transfer (automatic),98.8,3475.55,Yes
1466,6979-TNDEU,8,1,0,0,Mailed check,19.2,156.85,No
1467,9777-WJJPR,31,1,0,0,Credit card (automatic),88.65,2683.2,No
1468,9283-LZQOH,13,1,0,1,Credit card (automatic),74.4,896.75,Yes
1469,7079-QRCBC,24,1,0,1,Electronic check,98.75,2407.3,Yes
1470,9495-SKLKD,45,1,0,1,Bank transfer (automatic),95.95,4456.65,No
1471,6048-UWKAL,69,1,2,0,Credit card (automatic),105.4,6998.95,No
1472,5067-DGXLL,2,1,0,0,Mailed check,20.25,36.8,No
1473,5469-CTCWN,61,1,1,1,Electronic check,106,6547.7,Yes
1474,9851-QXEEQ,41,1,0,1,Electronic check,104.7,4346.4,Yes
1475,6281-FKEWS,44,0,1,1,Electronic check,49.05,2265,No
1476,8898-KASCD,39,0,1,0,Mailed check,35.55,1309.15,No
1477,9242-TKFSV,72,0,2,1,Credit card (automatic),65.1,4754.3,No
1478,9290-SHCMB,13,1,0,1,Electronic check,96.85,1235.55,No
1479,0743-HNPFG,51,1,1,1,Credit card (automatic),69.75,3562.5,No
1480,2277-BKJKN,71,1,2,1,Electronic check,99.2,7213.75,No
1481,9809-IMGCQ,22,1,0,1,Electronic check,96.7,2082.95,Yes
1482,5208-HFSBT,2,1,0,1,Credit card (automatic),55.05,102.75,Yes
1483,5035-PGZXH,56,1,1,1,Electronic check,106.8,5914.4,No
1484,8695-WDYEA,1,1,0,0,Mailed check,51.25,51.25,No
1485,6543-JXSOO,23,1,1,1,Mailed check,57.75,1282.85,No
1486,8016-ZMGMO,66,1,1,1,Bank transfer (automatic),70.85,4738.85,No
1487,8605-ITULD,1,1,0,0,Mailed check,19.55,19.55,No
1488,3254-YRILK,19,1,0,1,Electronic check,88.2,1775.8,Yes
1489,6416-YJTTB,11,1,0,1,Bank transfer (automatic),79.5,795.65,No
1490,2667-WYLWJ,8,1,1,1,Mailed check,19.75,145,Yes
1491,4472-VESGY,52,1,0,0,Bank transfer (automatic),98.15,4993.4,No
1492,3195-TQDZX,3,1,0,1,Electronic check,20.25,61.45,No
1493,3128-YOVTD,51,1,0,1,Bank transfer (automatic),79.15,4018.55,No
1494,0529-ONKER,15,1,0,0,Electronic check,75.65,1146.65,Yes
1495,1728-CXQBE,64,1,0,1,Electronic check,94.25,6081.4,No
1496,7041-TXQJH,37,0,0,1,Credit card (automatic),40.2,1478.85,No
1497,5014-GSOUQ,13,1,2,0,Mailed check,19.95,243.65,No
1498,5724-BIDBU,49,1,1,1,Electronic check,55.35,2633.95,No
1499,0481-SUMCB,45,1,1,1,Bank transfer (automatic),102.15,4735.35,No
1500,1769-GRUIK,18,1,0,1,Electronic check,71.1,1247.75,No
1501,5240-IJOQT,1,1,0,1,Electronic check,74.7,74.7,Yes
1502,8819-WFGGJ,68,0,2,1,Bank transfer (automatic),54.1,3794.5,No
1503,7427-AUFPY,54,1,2,0,Credit card (automatic),19.65,1008.7,No
1504,2811-POVEX,23,1,0,1,Bank transfer (automatic),88.45,2130.55,No
1505,1092-GANHU,17,1,0,1,Electronic check,76.65,1313.55,Yes
1506,7898-PDWQE,71,1,2,0,Credit card (automatic),80.4,5727.15,No
1507,9972-EWRJS,67,1,2,1,Bank transfer (automatic),19.25,1372.9,No
1508,9314-IJWSQ,14,1,0,1,Electronic check,84.8,1203.9,No
1509,0661-XEYAN,1,0,0,1,Mailed check,25.8,25.8,Yes
1510,5799-JRCZO,63,1,2,0,Credit card (automatic),19.5,1215.1,No
1511,1921-KYSAY,41,1,1,1,Electronic check,68.6,2877.05,No
1512,6198-RTPMF,17,1,0,0,Electronic check,92.6,1579.7,No
1513,2924-KHUVI,56,1,1,1,Electronic check,100.55,5514.95,No
1514,1925-GMVBW,5,1,0,0,Credit card (automatic),20.55,96.1,No
1515,7881-EVUAD,2,0,0,1,Electronic check,42.6,72.4,Yes
1516,6184-DYUOB,3,1,0,1,Mailed check,19.6,55.25,No
1517,9207-ZPANB,37,1,1,0,Electronic check,67.45,2443.3,No
1518,5766-XQXMQ,29,1,0,1,Bank transfer (automatic),68.85,1970.5,Yes
1519,9327-QSDED,8,1,0,0,Mailed check,43.55,335.4,No
1520,1656-DRSMG,63,1,0,1,Credit card (automatic),109.85,7002.95,No
1521,3012-VFFMN,7,1,0,0,Mailed check,20.65,158.95,No
1522,2984-AFWNC,3,1,0,0,Electronic check,95.4,293.15,No
1523,0640-YJTPY,72,1,2,0,Bank transfer (automatic),21,1493.75,No
1524,8096-LOIST,19,1,0,1,Electronic check,56.2,1093.4,No
1525,9764-REAFF,59,1,2,0,Bank transfer (automatic),18.4,1057.85,No
1526,3703-VAVCL,2,1,0,0,Credit card (automatic),90,190.05,Yes
1527,7107-UBYKY,35,1,0,1,Electronic check,25.75,882.55,No
1528,4881-GQJTW,14,1,0,0,Credit card (automatic),19.6,300.4,No
1529,8519-QJGJD,14,1,0,0,Electronic check,75.35,1025.95,Yes
1530,7876-DNYAP,69,1,2,0,Credit card (automatic),19.8,1436.95,No
1531,7905-NJMXS,7,1,0,0,Electronic check,64.2,475,No
1532,2882-WDTBA,69,1,2,1,Bank transfer (automatic),75.75,5388.15,No
1533,2091-GPPIQ,72,1,2,1,Electronic check,78.95,5730.15,No
1534,6326-MTTXK,8,1,0,0,Electronic check,100.85,819.55,Yes
1535,5071-FBJFS,4,1,0,0,Electronic check,50.3,217.1,No
1536,2796-UUZZO,63,1,0,1,Credit card (automatic),80.3,4896.35,No
1537,2429-AYKKO,72,1,2,0,Bank transfer (automatic),19.85,1434.1,No
1538,9798-OPFEM,46,1,2,1,Electronic check,21.1,937.1,No
1539,0330-IVZHA,5,1,0,0,Electronic check,69.95,330.15,Yes
1540,3794-NFNCH,30,1,0,1,Mailed check,50,1474.9,No
1541,5193-QLVZB,63,1,2,1,Bank transfer (automatic),104.75,6536.5,No
1542,7114-AEOZE,60,1,2,0,Bank transfer (automatic),19.85,1128.1,No
1543,2886-KEFUM,63,1,1,1,Electronic check,107.5,6873.75,Yes
1544,5522-NYKPB,25,1,0,0,Electronic check,85.9,2199.05,No
1545,4237-RLAQD,1,1,0,1,Mailed check,45.85,45.85,Yes
1546,9957-YODKZ,6,1,0,1,Electronic check,80.8,457.1,No
1547,6518-KZXCB,22,1,2,0,Mailed check,25.25,566.5,No
1548,2245-ADZFJ,31,1,2,0,Bank transfer (automatic),80.55,2471.6,No
1549,7776-QGYJC,39,1,0,1,Bank transfer (automatic),81.5,3107.3,No
1550,9313-QOLTZ,26,1,0,0,Mailed check,20.9,518.3,No
1551,9651-GTSAQ,53,1,1,1,Bank transfer (automatic),106.1,5769.75,Yes
1552,3186-BAXNB,1,1,0,0,Electronic check,91.7,91.7,Yes
1553,4672-FOTSD,12,1,0,1,Electronic check,67.25,832.3,No
1554,0637-YLETY,16,1,0,1,Credit card (automatic),95.6,1555.65,Yes
1555,9818-XQCUV,2,1,0,0,Mailed check,20.35,45.3,No
1556,7338-ERIVA,39,0,1,0,Bank transfer (automatic),45.05,1790.6,No
1557,1157-BQCUW,1,1,0,1,Electronic check,74.95,74.95,Yes
1558,8259-NFJTV,7,0,0,0,Mailed check,34.65,246.6,No
1559,3223-DWFIO,4,1,0,0,Electronic check,69.35,261.65,No
1560,2660-EMUBI,10,1,0,1,Electronic check,95.35,898.35,Yes
1561,6968-GMKPR,55,1,0,1,Electronic check,81.55,4509.5,No
1562,4751-ERMAN,72,1,2,1,Bank transfer (automatic),75.4,5480.25,No
1563,1436-ZMJAN,10,1,0,1,Credit card (automatic),67.8,653.15,No
1564,3292-PBZEJ,11,1,0,1,Electronic check,111.4,1183.05,No
1565,0799-DDIHE,15,1,0,0,Electronic check,46.3,639.45,No
1566,3070-FNFZQ,23,1,2,0,Bank transfer (automatic),20.4,478.75,No
1567,2812-SFXMJ,1,1,0,0,Mailed check,20.05,20.05,No
1568,7675-OZCZG,3,1,0,0,Electronic check,45,127.1,Yes
1569,5014-WUQMG,47,1,1,1,Electronic check,96.1,4391.45,No
1570,5312-TSZVC,15,1,1,0,Mailed check,19.65,270.6,No
1571,2003-CKLOR,66,1,0,0,Electronic check,99.5,6710.5,Yes
1572,0993-OSGPT,68,1,1,1,Bank transfer (automatic),60.65,3975.9,No
1573,9254-RBFON,17,1,1,0,Bank transfer (automatic),98.6,1704.95,Yes
1574,1205-WNWPJ,7,1,0,1,Mailed check,59.5,415.95,Yes
1575,9391-EOYLI,12,1,0,1,Electronic check,80.45,950.2,Yes
1576,7108-DGVUU,21,1,1,0,Bank transfer (automatic),71.7,1497.05,No
1577,2782-JEEBU,21,0,0,1,Mailed check,36,780.15,No
1578,5127-BZENZ,56,1,1,0,Bank transfer (automatic),65.2,3512.15,No
1579,2720-FVBQP,6,1,0,1,Credit card (automatic),48.95,273.25,No
1580,9906-NHHVC,65,0,2,1,Bank transfer (automatic),53.5,3517.9,No
1581,4522-XRWWI,42,1,1,0,Credit card (automatic),80.45,3375.9,No
1582,3766-EJLFL,68,1,2,1,Bank transfer (automatic),109.05,7508.55,No
1583,5939-SXWHM,48,1,2,0,Bank transfer (automatic),26.3,1245.05,No
1584,8152-UOBNY,50,1,1,1,Electronic check,106.8,5347.95,No
1585,7351-KYHQH,7,1,0,1,Electronic check,64.95,493.65,No
1586,7643-RCHXS,63,1,2,0,Electronic check,19.35,1263.85,No
1587,8246-SHFGA,17,1,0,0,Credit card (automatic),21.1,385.55,No
1588,8387-MOJJT,42,1,0,1,Credit card (automatic),77.95,3384,Yes
1589,0620-XEFWH,4,1,0,0,Mailed check,18.85,84.2,No
1590,6485-QXWWE,62,1,2,0,Bank transfer (automatic),26,1638.7,No
1591,2761-OCIAX,2,1,0,1,Electronic check,74.7,165.4,Yes
1592,7321-VGNKU,2,1,0,1,Electronic check,70.35,120.25,No
1593,5327-CNLUQ,48,1,2,1,Bank transfer (automatic),96.9,4473.45,No
1594,7552-KEYGT,27,1,2,0,Bank transfer (automatic),19.55,520.55,No
1595,5816-JMLGY,70,1,2,1,Bank transfer (automatic),80.4,5717.85,No
1596,3068-OMWZA,1,1,0,1,Electronic check,88.8,88.8,Yes
1597,2927-QRRQV,46,1,1,1,Electronic check,94.65,4312.5,No
1598,6032-KRXXO,30,1,0,1,Electronic check,90.25,2755.35,Yes
1599,7459-RRWQZ,15,1,0,1,Bank transfer (automatic),64.65,994.55,Yes
1600,6265-SXWBU,69,1,1,0,Credit card (automatic),95.75,6511.25,No
1601,7941-RCJOW,65,1,2,1,Credit card (automatic),19.55,1218.65,No
1602,6374-NTQLP,72,1,2,1,Credit card (automatic),104.1,7447.7,No
1603,4154-AQUGT,13,1,0,1,Bank transfer (automatic),89.05,1169.35,Yes
1604,2387-KDZQY,17,1,1,1,Mailed check,20.1,279.5,No
1605,3584-WKTTW,51,1,1,1,Electronic check,111.55,5720.35,No
1606,3399-BMLVW,51,1,2,0,Credit card (automatic),60.5,3121.45,No
1607,1971-DTCZB,72,1,2,1,Bank transfer (automatic),90.95,6468.6,No
1608,3092-IGHWF,67,1,1,0,Electronic check,87.4,5918.8,Yes
1609,3374-PZLXD,34,1,0,0,Mailed check,19.7,675.6,No
1610,3813-DHBBB,67,0,2,1,Bank transfer (automatic),50.95,3521.7,No
1611,2812-REYAT,49,1,1,1,Bank transfer (automatic),20.05,923.1,No
1612,6518-PPLMZ,53,1,2,1,Mailed check,19.4,1110.35,No
1613,4939-KYYPY,27,1,0,0,Electronic check,59.45,1611.65,No
1614,8017-LXHFA,23,1,0,1,Electronic check,94.75,2293.6,Yes
1615,5930-GBIWP,69,1,2,1,Credit card (automatic),81.5,5553.25,No
1616,6022-KOUQO,2,0,0,0,Bank transfer (automatic),29.05,44.75,No
1617,6352-TWCAU,35,1,0,1,Electronic check,86.45,3029.1,Yes
1618,2361-UPSND,46,1,1,0,Mailed check,70.6,3231.05,No
1619,6035-RIIOM,54,1,2,1,Bank transfer (automatic),97.2,5129.45,No
1620,2929-QNSRW,56,1,1,1,Electronic check,98.25,5508.35,Yes
1621,1262-OPMFY,9,1,0,1,Bank transfer (automatic),75.75,655.9,Yes
1622,9504-DSHWM,20,1,0,0,Bank transfer (automatic),59.2,1191.2,No
1623,5035-BVCXS,11,1,0,1,Mailed check,75.9,866.4,No
1624,6267-DCFFZ,30,1,0,1,Electronic check,90.05,2627.2,No
1625,3533-UVMOM,68,1,2,0,Bank transfer (automatic),70.95,4741.45,No
1626,2439-LYPMQ,38,1,0,1,Electronic check,102.6,4009.2,No
1627,4248-QPAVC,17,1,0,1,Bank transfer (automatic),85.35,1463.45,Yes
1628,1899-VXWXM,48,1,1,1,Credit card (automatic),106.1,5082.8,Yes
1629,1478-VPOAD,1,1,0,0,Electronic check,43.8,43.8,No
1630,9995-HOTOH,63,0,2,0,Electronic check,59,3707.6,No
1631,2988-PLAHS,3,1,1,1,Electronic check,69.95,220.45,No
1632,1371-OJCEK,48,1,1,0,Bank transfer (automatic),24.35,1133.7,No
1633,4999-IEZLT,66,0,1,0,Credit card (automatic),29.45,1983.15,No
1634,8883-ANODQ,68,1,2,1,Credit card (automatic),84.4,5746.75,No
1635,4690-LLKUA,17,1,0,1,Electronic check,45.05,770.6,Yes
1636,2351-RRBUE,7,1,1,0,Mailed check,20.65,134.05,No
1637,5980-BDHPY,72,1,2,1,Bank transfer (automatic),87.1,6230.1,No
1638,1498-DQNRX,29,1,0,0,Mailed check,19.85,573.05,No
1639,9469-WEJBT,37,1,0,1,Electronic check,90.35,3419.3,No
1640,3331-HQDTW,34,1,0,1,Mailed check,109.8,3587.25,Yes
1641,9490-DFPMD,42,1,0,1,Electronic check,84.65,3541.35,Yes
1642,2581-VKIRT,59,1,1,0,Mailed check,65.5,3801.3,No
1643,5442-XSDCW,11,1,0,1,Bank transfer (automatic),79.5,868.5,Yes
1644,7426-WEIJX,60,1,0,1,Electronic check,80.95,4859.1,No
1645,2851-MMUTZ,27,1,0,1,Mailed check,56.15,1439.35,No
1646,3049-NDXFL,1,1,0,0,Mailed check,85.8,85.8,Yes
1647,8580-AECUZ,1,1,0,1,Electronic check,79.1,79.1,Yes
1648,3307-TLCUD,17,0,0,0,Mailed check,34.4,592.75,No
1649,6625-FLENO,58,1,2,0,Mailed check,20.75,1185.95,No
1650,2967-MXRAV,1,1,1,0,Mailed check,18.8,18.8,No
1651,7963-GQRMY,3,1,0,0,Mailed check,44.3,134.5,Yes
1652,8189-HBVRW,53,1,0,0,Electronic check,90.8,4921.2,No
1653,4163-KIUHY,35,1,0,1,Electronic check,25.6,901.25,No
1654,1228-FZFRV,50,1,0,0,Credit card (automatic),105.95,5341.8,Yes
